Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2,Discipline,Resultaat,Punten Resultaat,Week
Onbekend,Dionísio Cristiano,5659384,17,Portugal,Man,1120,Snelwandelaars,19,1,14,184,83,18,1,9,1,0,1,3,6,5,20 km snelwandelen,2h:03:58.69,563,8
Onbekend,Dionísio Cristiano,5659384,17,Portugal,Man,1120,Snelwandelaars,19,1,14,184,83,18,1,9,1,0,1,3,6,5,50 km snelwandelen,5h:15:12.99,516,8
Onbekend,Durkan Eve,5659947,17,Ireland,Vrouw,660,Snelwandelaars,10,1,14,161,60,14,1,9,2,2,3,3,4,5,10 km snelwandelen,1h:07:55.48,628,8
Onbekend,Durkan Eve,5659947,17,Ireland,Vrouw,660,Snelwandelaars,10,1,14,161,60,14,1,9,2,2,3,3,4,5,20 km snelwandelen,2h:16:47.92,602,8
Onbekend,Durkan Eve,5659947,17,Ireland,Vrouw,660,Snelwandelaars,10,1,14,161,60,14,1,9,2,2,3,3,4,5,50 km snelwandelen,5h:42:42.35,516,8
10.000 meter,Dutra Luzia,5165371,28,Brasil,Vrouw,9580,Langeafstandslopers,20,7,19,184,72,9,0,15,12,2,1,3,10,11,5.000 meter,18:15.69,877,8
10.000 meter,Dutra Luzia,5165371,28,Brasil,Vrouw,9580,Langeafstandslopers,20,7,19,184,72,9,0,15,12,2,1,3,10,11,10.000 meter,39:20.16,899,8
10.000 meter,Dutra Luzia,5165371,28,Brasil,Vrouw,9580,Langeafstandslopers,20,7,19,184,72,9,0,15,12,2,1,3,10,11,Marathon,2h:45:39.98,929,8
1.500 meter,D’Ambrosio Clara,5207567,30,Italia,Vrouw,6960,Middenafstandslopers,19,7,19,178,64,12,1,12,12,0,1,0,8,12,800 meter,2:26.78,856,8
1.500 meter,D’Ambrosio Clara,5207567,30,Italia,Vrouw,6960,Middenafstandslopers,19,7,19,178,64,12,1,12,12,0,1,0,8,12,1.500 meter,4:46.70,909,8
1.500 meter,D’Ambrosio Clara,5207567,30,Italia,Vrouw,6960,Middenafstandslopers,19,7,19,178,64,12,1,12,12,0,1,0,8,12,3.000 meter steeplechase,15:51.67,868,8
Onbekend,Filho Celestina,5644733,17,Portugal,Vrouw,1340,Middenafstandslopers,13,1,14,161,60,15,10,8,1,1,2,2,7,5,800 meter,2:47.84,510,8
Onbekend,Filho Celestina,5644733,17,Portugal,Vrouw,1340,Middenafstandslopers,13,1,14,161,60,15,10,8,1,1,2,2,7,5,1.500 meter,5:27.09,577,8
Onbekend,Filho Celestina,5644733,17,Portugal,Vrouw,1340,Middenafstandslopers,13,1,14,161,60,15,10,8,1,1,2,2,7,5,3.000 meter steeplechase,17:36.52,603,8
Onbekend,Fliegauf Noel,5638757,17,Deutschland,Man,570,Snelwandelaars,20,1,15,183,82,16,2,4,0,0,2,3,7,5,10 km snelwandelen,1h:04:55.51,503,8
Onbekend,Fliegauf Noel,5638757,17,Deutschland,Man,570,Snelwandelaars,20,1,15,183,82,16,2,4,0,0,2,3,7,5,20 km snelwandelen,2h:06:23.07,511,8
Onbekend,Fliegauf Noel,5638757,17,Deutschland,Man,570,Snelwandelaars,20,1,15,183,82,16,2,4,0,0,2,3,7,5,50 km snelwandelen,5h:24:44.03,433,8
Onbekend,Fontaine Jean-Baptiste,5655117,25,France,Man,1020,Snelwandelaars,16,1,15,178,78,17,3,7,7,7,1,1,8,6,10 km snelwandelen,1h:01:13.95,660,8
Onbekend,Fontaine Jean-Baptiste,5655117,25,France,Man,1020,Snelwandelaars,16,1,15,178,78,17,3,7,7,7,1,1,8,6,20 km snelwandelen,1h:59:48.49,654,8
Onbekend,Fontaine Jean-Baptiste,5655117,25,France,Man,1020,Snelwandelaars,16,1,15,178,78,17,3,7,7,7,1,1,8,6,50 km snelwandelen,5h:12:40.65,538,8
Onbekend,Fortes Aurora,5539286,17,España,Vrouw,3230,Snelwandelaars,20,1,13,170,74,6,3,13,3,0,1,2,7,8,10 km snelwandelen,1h:05:04.64,739,8
Onbekend,Fortes Aurora,5539286,17,España,Vrouw,3230,Snelwandelaars,20,1,13,170,74,6,3,13,3,0,1,2,7,8,20 km snelwandelen,2h:10:44.47,720,8
Onbekend,Fortes Aurora,5539286,17,España,Vrouw,3230,Snelwandelaars,20,1,13,170,74,6,3,13,3,0,1,2,7,8,50 km snelwandelen,5h:20:14.12,697,8
50 km snelwandelen,Franklin Gabriela,5572431,29,United States,Vrouw,2180,Snelwandelaars,20,2,17,171,69,19,2,10,10,2,0,1,2,5,10 km snelwandelen,1h:06:24.28,687,8
50 km snelwandelen,Franklin Gabriela,5572431,29,United States,Vrouw,2180,Snelwandelaars,20,2,17,171,69,19,2,10,10,2,0,1,2,5,20 km snelwandelen,2h:14:31.97,646,8
50 km snelwandelen,Franklin Gabriela,5572431,29,United States,Vrouw,2180,Snelwandelaars,20,2,17,171,69,19,2,10,10,2,0,1,2,5,50 km snelwandelen,5h:21:35.10,686,8
20 km snelwandelen,Gacková Dorota,4649521,42,Česká republika,Vrouw,27110,Snelwandelaars,11,20,13,167,67,18,0,15,0,0,0,0,10,9,10 km snelwandelen,1h:02:02.79,857,8
20 km snelwandelen,Gacková Dorota,4649521,42,Česká republika,Vrouw,27110,Snelwandelaars,11,20,13,167,67,18,0,15,0,0,0,0,10,9,20 km snelwandelen,2h:00:44.68,915,8
20 km snelwandelen,Gacková Dorota,4649521,42,Česká republika,Vrouw,27110,Snelwandelaars,11,20,13,167,67,18,0,15,0,0,0,0,10,9,50 km snelwandelen,5h:00:11.01,858,8
Onbekend,Galaverni Manuel,5607224,17,Italia,Man,1520,Snelwandelaars,20,1,19,165,67,20,1,9,1,2,1,4,6,5,10 km snelwandelen,1h:01:33.58,646,8
Onbekend,Galaverni Manuel,5607224,17,Italia,Man,1520,Snelwandelaars,20,1,19,165,67,20,1,9,1,2,1,4,6,5,20 km snelwandelen,2h:00:25.15,641,8
Onbekend,Galaverni Manuel,5607224,17,Italia,Man,1520,Snelwandelaars,20,1,19,165,67,20,1,9,1,2,1,4,6,5,50 km snelwandelen,5h:05:25.17,601,8
Onbekend,Galle Anouk,5462828,22,België,Vrouw,860,Snelwandelaars,18,1,11,175,75,16,1,8,1,8,1,1,5,7,10 km snelwandelen,1h:08:11.43,618,8
Onbekend,Galle Anouk,5462828,22,België,Vrouw,860,Snelwandelaars,18,1,11,175,75,16,1,8,1,8,1,1,5,7,20 km snelwandelen,2h:18:16.91,573,8
Onbekend,Galle Anouk,5462828,22,België,Vrouw,860,Snelwandelaars,18,1,11,175,75,16,1,8,1,8,1,1,5,7,50 km snelwandelen,5h:40:33.17,534,8
Onbekend,Gallerani Lucio,5627077,15,Italia,Man,500,Snelwandelaars,17,1,16,181,80,12,2,2,3,5,8,2,4,7,10 km snelwandelen,1h:04:51.41,506,8
Onbekend,Gallerani Lucio,5627077,15,Italia,Man,500,Snelwandelaars,17,1,16,181,80,12,2,2,3,5,8,2,4,7,20 km snelwandelen,2h:06:56.08,499,8
Onbekend,Gallerani Lucio,5627077,15,Italia,Man,500,Snelwandelaars,17,1,16,181,80,12,2,2,3,5,8,2,4,7,50 km snelwandelen,5h:28:02.88,404,8
Onbekend,Garnier Danièle,5647355,17,France,Vrouw,1010,Snelwandelaars,14,1,14,157,52,9,2,6,2,10,2,0,4,3,10 km snelwandelen,1h:09:32.15,565,8
Onbekend,Garnier Danièle,5647355,17,France,Vrouw,1010,Snelwandelaars,14,1,14,157,52,9,2,6,2,10,2,0,4,3,20 km snelwandelen,2h:20:39.70,527,8
Onbekend,Garnier Danièle,5647355,17,France,Vrouw,1010,Snelwandelaars,14,1,14,157,52,9,2,6,2,10,2,0,4,3,50 km snelwandelen,5h:51:34.60,445,8
Onbekend,Ghedina Arianna,5601188,18,Italia,Vrouw,1020,Snelwandelaars,17,2,17,176,76,14,2,3,5,10,0,0,7,5,10 km snelwandelen,1h:09:13.45,577,8
Onbekend,Ghedina Arianna,5601188,18,Italia,Vrouw,1020,Snelwandelaars,17,2,17,176,76,14,2,3,5,10,0,0,7,5,20 km snelwandelen,2h:20:21.63,532,8
Onbekend,Ghedina Arianna,5601188,18,Italia,Vrouw,1020,Snelwandelaars,17,2,17,176,76,14,2,3,5,10,0,0,7,5,50 km snelwandelen,5h:46:25.14,487,8
50 km snelwandelen,Goodijk Hanna,5027386,33,Nederland,Vrouw,44330,Snelwandelaars,20,16,14,161,50,20,0,19,0,1,0,0,13,17,10 km snelwandelen,57:12.78,1044,8
50 km snelwandelen,Goodijk Hanna,5027386,33,Nederland,Vrouw,44330,Snelwandelaars,20,16,14,161,50,20,0,19,0,1,0,0,13,17,20 km snelwandelen,1h:56:07.22,1005,8
50 km snelwandelen,Goodijk Hanna,5027386,33,Nederland,Vrouw,44330,Snelwandelaars,20,16,14,161,50,20,0,19,0,1,0,0,13,17,50 km snelwandelen,4h:30:24.03,1097,8
Onbekend,Guzik Justyna,5651385,14,Polska,Vrouw,630,Snelwandelaars,17,1,14,155,51,10,0,3,9,2,1,1,7,5,10 km snelwandelen,1h:10:05.07,544,8
Onbekend,Guzik Justyna,5651385,14,Polska,Vrouw,630,Snelwandelaars,17,1,14,155,51,10,0,3,9,2,1,1,7,5,20 km snelwandelen,2h:22:49.45,484,8
Onbekend,Guzik Justyna,5651385,14,Polska,Vrouw,630,Snelwandelaars,17,1,14,155,51,10,0,3,9,2,1,1,7,5,50 km snelwandelen,5h:54:31.74,421,8
20 km snelwandelen,Hanski Taija,5531343,28,Suomi,Vrouw,740,Snelwandelaars,14,4,17,185,82,7,3,9,3,8,2,2,3,2,10 km snelwandelen,1h:08:23.81,610,8
20 km snelwandelen,Hanski Taija,5531343,28,Suomi,Vrouw,740,Snelwandelaars,14,4,17,185,82,7,3,9,3,8,2,2,3,2,20 km snelwandelen,2h:14:45.72,642,8
20 km snelwandelen,Hanski Taija,5531343,28,Suomi,Vrouw,740,Snelwandelaars,14,4,17,185,82,7,3,9,3,8,2,2,3,2,50 km snelwandelen,5h:40:16.65,536,8
Onbekend,Jirouch Vladan,5615099,16,Česká republika,Man,400,Snelwandelaars,20,1,15,173,80,14,4,6,3,2,6,2,4,7,10 km snelwandelen,1h:03:29.49,564,8
Onbekend,Jirouch Vladan,5615099,16,Česká republika,Man,400,Snelwandelaars,20,1,15,173,80,14,4,6,3,2,6,2,4,7,20 km snelwandelen,2h:04:50.65,544,8
Onbekend,Jirouch Vladan,5615099,16,Česká republika,Man,400,Snelwandelaars,20,1,15,173,80,14,4,6,3,2,6,2,4,7,50 km snelwandelen,5h:20:44.53,467,8
20 km snelwandelen,Kasprzak Ernest,5318505,27,Polska,Man,4800,Snelwandelaars,20,6,14,169,63,16,2,13,2,8,2,3,10,9,10 km snelwandelen,57:45.85,808,8
20 km snelwandelen,Kasprzak Ernest,5318505,27,Polska,Man,4800,Snelwandelaars,20,6,14,169,63,16,2,13,2,8,2,3,10,9,20 km snelwandelen,1h:48:26.89,902,8
20 km snelwandelen,Kasprzak Ernest,5318505,27,Polska,Man,4800,Snelwandelaars,20,6,14,169,63,16,2,13,2,8,2,3,10,9,50 km snelwandelen,4h:42:18.17,803,8
Onbekend,Kenny Cynthia,5634217,17,Canada,Vrouw,270,Snelwandelaars,17,1,17,161,61,11,4,2,3,6,3,3,4,6,10 km snelwandelen,1h:09:23.21,571,8
Onbekend,Kenny Cynthia,5634217,17,Canada,Vrouw,270,Snelwandelaars,17,1,17,161,61,11,4,2,3,6,3,3,4,6,20 km snelwandelen,2h:21:29.73,510,8
Onbekend,Kenny Cynthia,5634217,17,Canada,Vrouw,270,Snelwandelaars,17,1,17,161,61,11,4,2,3,6,3,3,4,6,50 km snelwandelen,5h:53:09.40,432,8
Onbekend,Kirschnick Kjell,5658523,17,Deutschland,Man,390,Snelwandelaars,11,1,15,161,63,10,8,7,0,2,3,1,3,4,10 km snelwandelen,1h:03:56.43,545,8
Onbekend,Kirschnick Kjell,5658523,17,Deutschland,Man,390,Snelwandelaars,11,1,15,161,63,10,8,7,0,2,3,1,3,4,20 km snelwandelen,2h:04:32.48,551,8
Onbekend,Kirschnick Kjell,5658523,17,Deutschland,Man,390,Snelwandelaars,11,1,15,161,63,10,8,7,0,2,3,1,3,4,50 km snelwandelen,5h:16:24.73,505,8
Onbekend,Kolasińska Danuta,5569008,27,Polska,Vrouw,900,Snelwandelaars,10,2,15,180,86,8,1,10,3,3,0,1,5,3,10 km snelwandelen,1h:08:05.49,622,8
Onbekend,Kolasińska Danuta,5569008,27,Polska,Vrouw,900,Snelwandelaars,10,2,15,180,86,8,1,10,3,3,0,1,5,3,20 km snelwandelen,2h:18:26.38,570,8
Onbekend,Kolasińska Danuta,5569008,27,Polska,Vrouw,900,Snelwandelaars,10,2,15,180,86,8,1,10,3,3,0,1,5,3,50 km snelwandelen,5h:40:07.99,537,8
Onbekend,Koštovalová Ingrid,5656322,17,Česká republika,Vrouw,810,Snelwandelaars,13,1,15,174,71,16,3,2,3,8,3,3,7,5,10 km snelwandelen,1h:10:37.17,523,8
Onbekend,Koštovalová Ingrid,5656322,17,Česká republika,Vrouw,810,Snelwandelaars,13,1,15,174,71,16,3,2,3,8,3,3,7,5,20 km snelwandelen,2h:22:01.44,500,8
Onbekend,Koštovalová Ingrid,5656322,17,Česká republika,Vrouw,810,Snelwandelaars,13,1,15,174,71,16,3,2,3,8,3,3,7,5,50 km snelwandelen,5h:57:13.37,400,8
Onbekend,Lafarga Ramiro,5659882,17,España,Man,1430,Snelwandelaars,15,1,15,171,75,17,1,6,0,4,2,1,8,9,10 km snelwandelen,1h:02:25.12,610,8
Onbekend,Lafarga Ramiro,5659882,17,España,Man,1430,Snelwandelaars,15,1,15,171,75,17,1,6,0,4,2,1,8,9,20 km snelwandelen,2h:01:31.51,617,8
Onbekend,Lafarga Ramiro,5659882,17,España,Man,1430,Snelwandelaars,15,1,15,171,75,17,1,6,0,4,2,1,8,9,50 km snelwandelen,5h:07:27.31,583,8
20 km snelwandelen,Larsen Albin,4914637,35,Sverige,Man,29820,Snelwandelaars,20,16,13,185,75,19,0,19,0,8,0,0,11,11,10 km snelwandelen,53:46.27,978,8
20 km snelwandelen,Larsen Albin,4914637,35,Sverige,Man,29820,Snelwandelaars,20,16,13,185,75,19,0,19,0,8,0,0,11,11,20 km snelwandelen,1h:44:04.09,998,8
20 km snelwandelen,Larsen Albin,4914637,35,Sverige,Man,29820,Snelwandelaars,20,16,13,185,75,19,0,19,0,8,0,0,11,11,50 km snelwandelen,4h:24:34.18,958,8
Onbekend,Larson Andrew,5658902,15,United States,Man,1270,Snelwandelaars,17,1,15,170,74,18,6,9,1,2,3,2,4,7,10 km snelwandelen,1h:02:29.50,606,8
Onbekend,Larson Andrew,5658902,15,United States,Man,1270,Snelwandelaars,17,1,15,170,74,18,6,9,1,2,3,2,4,7,20 km snelwandelen,2h:00:26.59,640,8
Onbekend,Larson Andrew,5658902,15,United States,Man,1270,Snelwandelaars,17,1,15,170,74,18,6,9,1,2,3,2,4,7,50 km snelwandelen,5h:04:34.40,609,8
Onbekend,Lluch Eulalia,5659703,17,España,Vrouw,400,Snelwandelaars,13,1,15,167,61,7,3,6,0,6,1,2,8,5,10 km snelwandelen,1h:08:43.65,597,8
Onbekend,Lluch Eulalia,5659703,17,España,Vrouw,400,Snelwandelaars,13,1,15,167,61,7,3,6,0,6,1,2,8,5,20 km snelwandelen,2h:17:47.85,582,8
Onbekend,Lluch Eulalia,5659703,17,España,Vrouw,400,Snelwandelaars,13,1,15,167,61,7,3,6,0,6,1,2,8,5,50 km snelwandelen,5h:40:54.16,531,8
5.000 meter,MacFarlane Rory,4965659,33,Great Britain,Man,2050,Langeafstandslopers,15,10,11,184,85,16,3,10,6,1,0,0,7,9,5.000 meter,17:06.25,636,8
5.000 meter,MacFarlane Rory,4965659,33,Great Britain,Man,2050,Langeafstandslopers,15,10,11,184,85,16,3,10,6,1,0,0,7,9,10.000 meter,40:33.03,563,8
5.000 meter,MacFarlane Rory,4965659,33,Great Britain,Man,2050,Langeafstandslopers,15,10,11,184,85,16,3,10,6,1,0,0,7,9,Marathon,2h:47:35.18,583,8
50 km snelwandelen,Mantovan Achim,4933758,34,Deutschland,Man,8910,Snelwandelaars,14,14,18,187,67,7,0,13,0,3,0,0,12,10,10 km snelwandelen,56:59.28,841,8
50 km snelwandelen,Mantovan Achim,4933758,34,Deutschland,Man,8910,Snelwandelaars,14,14,18,187,67,7,0,13,0,3,0,0,12,10,20 km snelwandelen,1h:49:24.24,881,8
50 km snelwandelen,Mantovan Achim,4933758,34,Deutschland,Man,8910,Snelwandelaars,14,14,18,187,67,7,0,13,0,3,0,0,12,10,50 km snelwandelen,4h:35:39.22,861,8
Onbekend,Marczewska Berenika,5617534,18,Polska,Vrouw,1220,Snelwandelaars,20,1,14,170,63,18,2,8,2,2,2,2,8,7,10 km snelwandelen,1h:07:40.43,638,8
Onbekend,Marczewska Berenika,5617534,18,Polska,Vrouw,1220,Snelwandelaars,20,1,14,170,63,18,2,8,2,2,2,2,8,7,20 km snelwandelen,2h:15:15.08,632,8
Onbekend,Marczewska Berenika,5617534,18,Polska,Vrouw,1220,Snelwandelaars,20,1,14,170,63,18,2,8,2,2,2,2,8,7,50 km snelwandelen,5h:37:10.83,561,8
Onbekend,McIntyre Trinity,5656614,15,United States,Vrouw,430,Snelwandelaars,13,1,14,150,46,6,3,8,2,2,7,1,6,6,10 km snelwandelen,1h:09:21.85,572,8
Onbekend,McIntyre Trinity,5656614,15,United States,Vrouw,430,Snelwandelaars,13,1,14,150,46,6,3,8,2,2,7,1,6,6,20 km snelwandelen,2h:19:13.14,555,8
Onbekend,McIntyre Trinity,5656614,15,United States,Vrouw,430,Snelwandelaars,13,1,14,150,46,6,3,8,2,2,7,1,6,6,50 km snelwandelen,5h:45:41.63,492,8
20 km snelwandelen,Meiborg Nicole,5425654,21,Deutschland,Vrouw,10030,Snelwandelaars,20,4,15,174,82,18,2,16,2,5,1,2,7,9,10 km snelwandelen,1h:03:01.94,818,8
20 km snelwandelen,Meiborg Nicole,5425654,21,Deutschland,Vrouw,10030,Snelwandelaars,20,4,15,174,82,18,2,16,2,5,1,2,7,9,20 km snelwandelen,2h:04:26.83,843,8
20 km snelwandelen,Meiborg Nicole,5425654,21,Deutschland,Vrouw,10030,Snelwandelaars,20,4,15,174,82,18,2,16,2,5,1,2,7,9,50 km snelwandelen,5h:09:09.44,786,8
50 km snelwandelen,Mich Ubaldo,4989132,33,Italia,Man,33520,Snelwandelaars,19,13,16,171,51,19,0,20,10,0,0,0,12,9,10 km snelwandelen,53:12.45,1002,8
50 km snelwandelen,Mich Ubaldo,4989132,33,Italia,Man,33520,Snelwandelaars,19,13,16,171,51,19,0,20,10,0,0,0,12,9,20 km snelwandelen,1h:45:49.25,959,8
50 km snelwandelen,Mich Ubaldo,4989132,33,Italia,Man,33520,Snelwandelaars,19,13,16,171,51,19,0,20,10,0,0,0,12,9,50 km snelwandelen,4h:22:38.77,975,8
Onbekend,Michałek Lidia,5613966,17,Polska,Vrouw,2070,Snelwandelaars,20,1,17,159,63,20,2,4,1,10,1,2,7,6,10 km snelwandelen,1h:07:59.87,625,8
Onbekend,Michałek Lidia,5613966,17,Polska,Vrouw,2070,Snelwandelaars,20,1,17,159,63,20,2,4,1,10,1,2,7,6,20 km snelwandelen,2h:17:59.73,579,8
Onbekend,Michałek Lidia,5613966,17,Polska,Vrouw,2070,Snelwandelaars,20,1,17,159,63,20,2,4,1,10,1,2,7,6,50 km snelwandelen,5h:41:52.70,523,8
Onbekend,Michna Vlastislav,5644431,14,Česká republika,Man,440,Snelwandelaars,14,1,15,158,61,10,3,8,5,1,3,3,6,5,10 km snelwandelen,1h:02:17.40,615,8
Onbekend,Michna Vlastislav,5644431,14,Česká republika,Man,440,Snelwandelaars,14,1,15,158,61,10,3,8,5,1,3,3,6,5,20 km snelwandelen,2h:02:28.04,596,8
Onbekend,Michna Vlastislav,5644431,14,Česká republika,Man,440,Snelwandelaars,14,1,15,158,61,10,3,8,5,1,3,3,6,5,50 km snelwandelen,5h:14:11.18,525,8
20 km snelwandelen,Modrzejewski Damian,5349889,25,Polska,Man,2610,Snelwandelaars,20,4,17,183,85,20,4,10,3,5,4,1,9,9,10 km snelwandelen,59:43.38,724,8
20 km snelwandelen,Modrzejewski Damian,5349889,25,Polska,Man,2610,Snelwandelaars,20,4,17,183,85,20,4,10,3,5,4,1,9,9,20 km snelwandelen,1h:54:43.20,765,8
20 km snelwandelen,Modrzejewski Damian,5349889,25,Polska,Man,2610,Snelwandelaars,20,4,17,183,85,20,4,10,3,5,4,1,9,9,50 km snelwandelen,4h:59:08.66,656,8
Onbekend,Molina Estela,5647730,16,Portugal,Vrouw,860,Snelwandelaars,20,1,15,168,67,10,1,10,1,3,1,3,4,3,10 km snelwandelen,1h:08:30.29,605,8
Onbekend,Molina Estela,5647730,16,Portugal,Vrouw,860,Snelwandelaars,20,1,15,168,67,10,1,10,1,3,1,3,4,3,20 km snelwandelen,2h:17:45.28,583,8
Onbekend,Molina Estela,5647730,16,Portugal,Vrouw,860,Snelwandelaars,20,1,15,168,67,10,1,10,1,3,1,3,4,3,50 km snelwandelen,5h:37:22.48,559,8
Onbekend,Montano Antía,5619716,17,España,Vrouw,1500,Meerkampers,18,1,14,164,65,6,5,1,11,2,3,2,4,8,Vijfkamp Vrouwen - 100 meter horden,21.31 s,602,8
Onbekend,Montano Antía,5619716,17,España,Vrouw,1500,Meerkampers,18,1,14,164,65,6,5,1,11,2,3,2,4,8,Vijfkamp Vrouwen - Hoogspringen,0.44 m,288,8
Onbekend,Montano Antía,5619716,17,España,Vrouw,1500,Meerkampers,18,1,14,164,65,6,5,1,11,2,3,2,4,8,Vijfkamp Vrouwen - Kogelstoten,3.90 m,229,8
Onbekend,Montano Antía,5619716,17,España,Vrouw,1500,Meerkampers,18,1,14,164,65,6,5,1,11,2,3,2,4,8,Vijfkamp Vrouwen - Verspringen,2.30 m,442,8
Onbekend,Montano Antía,5619716,17,España,Vrouw,1500,Meerkampers,18,1,14,164,65,6,5,1,11,2,3,2,4,8,Vijfkamp Vrouwen - 800 meter,2:44.18,585,8
Onbekend,Montano Antía,5619716,17,España,Vrouw,1500,Meerkampers,18,1,14,164,65,6,5,1,11,2,3,2,4,8,Zevenkamp - 100 meter horden,21.28 s,606,8
Onbekend,Montano Antía,5619716,17,España,Vrouw,1500,Meerkampers,18,1,14,164,65,6,5,1,11,2,3,2,4,8,Zevenkamp - Hoogspringen,0.43 m,281,8
Onbekend,Montano Antía,5619716,17,España,Vrouw,1500,Meerkampers,18,1,14,164,65,6,5,1,11,2,3,2,4,8,Zevenkamp - Kogelstoten,3.93 m,231,8
Onbekend,Montano Antía,5619716,17,España,Vrouw,1500,Meerkampers,18,1,14,164,65,6,5,1,11,2,3,2,4,8,Zevenkamp - 200 meter,29.60 s,497,8
Onbekend,Montano Antía,5619716,17,España,Vrouw,1500,Meerkampers,18,1,14,164,65,6,5,1,11,2,3,2,4,8,Zevenkamp - Verspringen,2.25 m,432,8
Onbekend,Montano Antía,5619716,17,España,Vrouw,1500,Meerkampers,18,1,14,164,65,6,5,1,11,2,3,2,4,8,Zevenkamp - Speerwerpen,15.87 m,334,8
Onbekend,Montano Antía,5619716,17,España,Vrouw,1500,Meerkampers,18,1,14,164,65,6,5,1,11,2,3,2,4,8,Zevenkamp - 800 meter,2:44.44,581,8
Onbekend,Montano Antía,5619716,17,España,Vrouw,1500,Meerkampers,18,1,14,164,65,6,5,1,11,2,3,2,4,8,Vijfkamp Vrouwen,2146 p,429,8
Onbekend,Montano Antía,5619716,17,España,Vrouw,1500,Meerkampers,18,1,14,164,65,6,5,1,11,2,3,2,4,8,Zevenkamp,2962 p,423,8
400 meter,Mpiniaris Polytimos,4936523,35,Hellas,Man,4240,Sprinters,13,10,13,167,62,12,5,0,11,0,0,0,9,11,100 meter,13.34 s,711,8
400 meter,Mpiniaris Polytimos,4936523,35,Hellas,Man,4240,Sprinters,13,10,13,167,62,12,5,0,11,0,0,0,9,11,200 meter,26.62 s,753,8
400 meter,Mpiniaris Polytimos,4936523,35,Hellas,Man,4240,Sprinters,13,10,13,167,62,12,5,0,11,0,0,0,9,11,400 meter,58.21 s,835,8
400 meter,Mpiniaris Polytimos,4936523,35,Hellas,Man,4240,Sprinters,13,10,13,167,62,12,5,0,11,0,0,0,9,11,110 meter horden,20.32 s,733,8
400 meter,Mpiniaris Polytimos,4936523,35,Hellas,Man,4240,Sprinters,13,10,13,167,62,12,5,0,11,0,0,0,9,11,400 meter horden,1:09.98,771,8
Onbekend,Olivera Sancho,5517074,19,Chile,Man,1370,Snelwandelaars,20,4,15,194,99,12,3,8,7,2,1,2,6,10,10 km snelwandelen,1h:02:06.87,623,8
Onbekend,Olivera Sancho,5517074,19,Chile,Man,1370,Snelwandelaars,20,4,15,194,99,12,3,8,7,2,1,2,6,10,20 km snelwandelen,2h:00:33.71,638,8
Onbekend,Olivera Sancho,5517074,19,Chile,Man,1370,Snelwandelaars,20,4,15,194,99,12,3,8,7,2,1,2,6,10,50 km snelwandelen,5h:12:07.18,543,8
10 km snelwandelen,Ossel Svetlana,5165831,28,Italia,Vrouw,26550,Snelwandelaars,20,7,16,172,65,19,2,16,3,3,1,2,9,17,10 km snelwandelen,57:48.27,1021,8
10 km snelwandelen,Ossel Svetlana,5165831,28,Italia,Vrouw,26550,Snelwandelaars,20,7,16,172,65,19,2,16,3,3,1,2,9,17,20 km snelwandelen,1h:59:24.78,941,8
10 km snelwandelen,Ossel Svetlana,5165831,28,Italia,Vrouw,26550,Snelwandelaars,20,7,16,172,65,19,2,16,3,3,1,2,9,17,50 km snelwandelen,4h:42:38.85,999,8
Onbekend,Ouslati Islem,5649218,22,Al-Jazā'ir,Man,950,Snelwandelaars,16,1,15,183,82,12,3,1,10,1,4,4,8,4,10 km snelwandelen,1h:05:23.44,483,8
Onbekend,Ouslati Islem,5649218,22,Al-Jazā'ir,Man,950,Snelwandelaars,16,1,15,183,82,12,3,1,10,1,4,4,8,4,20 km snelwandelen,2h:08:25.30,466,8
Onbekend,Ouslati Islem,5649218,22,Al-Jazā'ir,Man,950,Snelwandelaars,16,1,15,183,82,12,3,1,10,1,4,4,8,4,50 km snelwandelen,5h:30:50.38,379,8
Onbekend,Page Destiny,5591062,17,United States,Vrouw,1960,Sprinters,20,1,16,180,83,8,2,2,12,3,0,1,5,8,100 meter,14.70 s,675,8
Onbekend,Page Destiny,5591062,17,United States,Vrouw,1960,Sprinters,20,1,16,180,83,8,2,2,12,3,0,1,5,8,200 meter,29.04 s,664,8
Onbekend,Page Destiny,5591062,17,United States,Vrouw,1960,Sprinters,20,1,16,180,83,8,2,2,12,3,0,1,5,8,400 meter,1:06.27,716,8
Onbekend,Page Destiny,5591062,17,United States,Vrouw,1960,Sprinters,20,1,16,180,83,8,2,2,12,3,0,1,5,8,100 meter horden,20.72 s,716,8
Onbekend,Page Destiny,5591062,17,United States,Vrouw,1960,Sprinters,20,1,16,180,83,8,2,2,12,3,0,1,5,8,400 meter horden,1:16.43,763,8
5.000 meter,Paiero Tiziano,5150235,30,Italia,Man,9970,Langeafstandslopers,20,7,19,168,63,13,1,14,9,1,3,1,12,12,5.000 meter,15:17.78,915,8
5.000 meter,Paiero Tiziano,5150235,30,Italia,Man,9970,Langeafstandslopers,20,7,19,168,63,13,1,14,9,1,3,1,12,12,10.000 meter,36:36.51,826,8
